P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,ERRORS,STIMULI,POOL,SCORE
p2_126,2,C,f,,,,X,X,X,X,X,R,R,R,R,,,,L,L,R,R,0,2,prolific2,2481.775945165946
p2_127,2,C,a,,,,L,L,L,L,L,R,R,R,R,,,,L,L,R,R,0,4,prolific2,2478.8433140933143
p2_127,3,L,m,L2,L2,L2,L2,L2,L2,L2,L2,X1,,,,,,,L1,L1,R1,R1,0,1,prolific2,2548.222222222222
p2_127,3,R,f,,,,,,,L3,L3,L3,L3,L3,R2,R2,R2,R2,L1,L1,R1,R1,0,3,prolific2,2486.2666666666673
p2_127,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,0,2,prolific2,2470.6035594035598
p2_128,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,X1,1,2,prolific2,2446.811111111111
p2_128,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,0,4,prolific2,2562.811111111111
p2_128,2,R,a,,,,,,,X,X,X,X,R,R,R,R,R,L,L,R,R,0,3,prolific2,2524.84303992304
p2_128,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,prolific2,2553.2817065342065
p2_129,3,R,a,,,,,,,L2,L2,X1,X1,X1,X1,X1,X1,R2,L1,L1,R1,R1,0,1,prolific2,2478.922222222222
p2_129,2,C,m,,,,X,X,X,X,X,X,X,R,R,,,,L,L,R,R,0,2,prolific2,2492.815052910053
p2_129,2,R,f,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_129,3,L,b,L2,L2,L2,L2,X1,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,3,prolific2,2525.9333333333334
p2_130,2,L,m,L,L,L,L,L,L,R,R,R,,,,,,,L,L,R,R,0,4,prolific2,2503.126341621342
p2_130,3,C,a,,,,L2,L3,L3,L3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,0,3,prolific2,2489.6888888888893
p2_130,3,L,f,L3,L2,L3,L2,R2,L2,L2,L2,L2,,,,,,,L3,L1,R1,R1,0,1,prolific2,2475.4176984126984
p2_130,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,X,X,2,2,prolific2,2468.94878972879
p2_131,2,R,m,,,,,,,L,L,X,X,X,X,X,R,R,L,L,R,R,0,1,prolific2,2481.185661375661
p2_131,3,L,a,L2,L2,L2,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,2,prolific2,2521.722222222222
p2_131,3,C,f,,,,L2,L2,R2,R2,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,4,prolific2,2482.803492063492
p2_131,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,3,prolific2,2477.903201705702
p2_132,2,L,b,L,L,R,R,R,R,R,R,R,,,,,,,L,L,R,R,0,4,prolific2,2436.2995041995046
p2_132,3,L,m,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,1,prolific2,2558.988888888889
p2_132,3,R,f,,,,,,,R3,R3,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2554.1555555555556
p2_132,2,C,a,,,,X,X,X,X,X,X,R,R,R,,,,L,L,R,R,0,3,prolific2,2487.067222222222
p2_133,3,C,b,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L1,L2,R1,R1,0,4,prolific2,2481.0856132756135
p2_133,2,R,a,,,,,,,R,L,L,R,R,L,L,L,R,L,R,R,R,1,1,prolific2,2285.954122174122
p2_133,3,R,m,,,,,,,L2,R2,L2,L2,R2,L2,R2,R2,R2,L1,R2,R1,R1,1,2,prolific2,2346.8367460317463
p2_133,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,L,R,1,3,prolific2,2464.3564380934968
p2_134,3,L,b,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,2,prolific2,2508.088888888889
p2_134,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,X1,L1,R1,R1,1,1,prolific2,2525.5333333333338
p2_134,2,R,f,,,,,,,X,X,X,X,X,X,X,R,R,L,L,R,R,0,3,prolific2,2513.9808465608467
p2_134,2,C,m,,,,L,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,4,prolific2,2499.0529365079365
p2_135,2,L,m,L,X,R,X,R,X,R,R,R,,,,,,,L,L,L,L,2,3,prolific2,2241.578968253968
p2_135,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_135,3,L,f,L2,L2,L2,L2,L3,R3,R3,R3,X1,,,,,,,L1,L2,R1,R1,0,1,prolific2,2480.366666666667
p2_135,3,C,a,,,,R3,R3,R2,R3,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,2,prolific2,2471.222936507937
p2_136,2,R,a,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,0,1,prolific2,2506.0888888888885
p2_136,2,L,f,X,L,X,L,X,X,X,X,R,,,,,,,X,X,R,R,2,4,prolific2,2406.0059523809523
p2_136,3,C,b,,,,X1,R3,R3,R3,R3,R3,R2,R2,R2,,,,L3,L1,R1,R1,0,3,prolific2,2476.0133333333333
p2_136,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2561.6222222222223
p2_137,2,C,a,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific2,2477.903201705702
p2_137,3,L,m,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,1,prolific2,2558.988888888889
p2_137,3,R,f,,,,,,,L2,L2,L2,L2,L2,L2,L2,L2,L2,L1,L1,R1,R1,0,2,prolific2,2406.093448773449
p2_137,2,L,b,L,L,L,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2517.690396825397
p2_138,2,C,f,,,,L,L,X,X,X,X,X,X,X,,,,L,L,R,L,1,1,prolific2,2388.171666666667
p2_138,3,C,m,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,2,prolific2,2482.541168831169
p2_138,2,L,a,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2513.9808465608467
p2_138,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L2,L2,R1,R1,0,4,prolific2,2556.3222222222225
p2_139,3,C,f,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L2,L2,R3,R3,0,2,prolific2,2503.3444444444444
p2_139,2,C,b,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,3,prolific2,2506.0888888888894
p2_139,3,L,a,L2,L3,L3,X1,L3,L3,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,1,prolific2,2514.6333333333337
p2_139,2,R,m,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,R,0,4,prolific2,2510.0529365079365
p2_140,3,C,a,,,,X1,X1,X1,X1,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,0,2,prolific2,2486.1722222222224
p2_140,2,L,m,X,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,4,prolific2,2506.088888888889
p2_140,2,R,b,,,,,,,L,L,L,R,R,R,R,R,R,L,L,R,R,0,3,prolific2,2503.1263416213415
p2_140,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,X1,L1,R1,R1,1,1,prolific2,2509.4111111111115
p2_141,2,L,b,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_141,3,R,f,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L2,L2,R1,R3,0,4,prolific2,2544.3444444444444
p2_141,2,C,a,,,,X,X,X,X,X,X,X,R,R,,,,L,L,R,R,0,2,prolific2,2492.815052910053
p2_141,3,L,m,L1,L2,L2,R3,R2,L1,L2,L2,L2,,,,,,,L1,L1,R2,L2,1,1,prolific2,2323.5430952380952
p2_142,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,X,L,R,R,1,3,prolific2,2506.9316022866024
p2_142,3,C,b,,,,R3,R3,R3,R3,R3,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,4,prolific2,2403.838888888889
p2_142,3,R,m,,,,,,,X1,X1,X1,X1,X1,R2,R2,R2,R1,L1,L1,R1,R3,0,2,prolific2,2516.448888888889
p2_142,2,R,a,,,,,,,L,L,L,X,X,X,R,R,R,L,L,R,R,0,1,prolific2,2474.5122222222226
p2_143,2,C,m,,,,X,X,X,X,X,X,X,X,R,,,,L,L,R,R,0,2,prolific2,2499.0529365079365
p2_143,2,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,0,3,prolific2,2519.0554071854067
p2_143,3,R,a,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,4,prolific2,2558.988888888889
p2_143,3,L,b,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,1,prolific2,2562.811111111111
p2_144,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,X,1,2,prolific2,2506.9316022866024
p2_144,2,L,m,L,L,L,L,L,L,R,X,X,,,,,,,L,L,R,R,0,4,prolific2,2506.7907860657865
p2_144,3,L,f,L2,L2,L3,L3,L3,L3,L3,L3,X1,,,,,,,L1,L1,R1,R1,0,3,prolific2,2550.027777777778
p2_144,3,C,a,,,,L3,L3,L3,L3,L3,L3,R3,R3,R3,,,,X1,L1,R1,R1,1,1,prolific2,2445.6277777777777
p2_145,3,R,f,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L2,R1,R1,0,4,prolific2,2557.5333333333338
p2_145,2,L,b,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,prolific2,2553.2817065342065
p2_145,2,C,a,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,2,prolific2,2477.2607294557292
p2_145,3,L,m,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,3,prolific2,2558.988888888889
p2_146,3,C,b,,,,L2,L1,L1,L1,R3,X1,X1,L3,L1,,,,L1,L1,R1,R1,0,1,prolific2,2394.8029365079365
p2_146,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_146,3,R,m,,,,,,,L3,R3,R3,R3,R3,R3,R3,R2,R2,L1,L1,R1,R1,0,2,prolific2,2544.594444444445
p2_146,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_147,3,L,a,L2,L2,L2,L2,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R3,0,4,prolific2,2558.5888888888894
p2_147,2,C,b,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,2,prolific2,2506.0888888888894
p2_147,3,C,f,,,,L3,L3,L3,L3,L3,X1,X1,X1,X1,,,,L1,L1,R2,R1,0,1,prolific2,2484.716666666667
p2_147,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_148,3,C,a,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,0,3,prolific2,2497.7388888888886
p2_148,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,prolific2,2553.2817065342065
p2_148,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R3,0,4,prolific2,2557.8111111111116
p2_148,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2553.2817065342065
p2_149,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_149,3,C,b,,,,L2,L2,L2,L2,L2,R2,R2,R2,R2,,,,L1,L1,R2,R1,0,1,prolific2,2477.910634920635
p2_149,3,R,m,,,,,,,L3,L3,L3,L3,R2,L3,L3,R2,L3,L1,L1,R1,R1,0,3,prolific2,2415.8688888888887
p2_149,2,L,f,L,L,X,X,X,X,X,X,R,,,,,,,L,L,R,R,0,2,prolific2,2496.511560846561
p2_150,3,L,m,L3,X1,X1,X1,X1,X1,R3,R3,R3,,,,,,,L1,L1,R2,R1,0,1,prolific2,2465.6388888888896
p2_150,2,L,b,L,L,L,L,L,L,L,X,X,,,,,,,L,L,R,R,0,3,prolific2,2534.517259037259
p2_150,3,R,f,,,,,,,R3,R3,R3,R3,R3,R2,R3,R2,R2,L1,L1,R1,R1,0,2,prolific2,2557.9555555555557
p2_150,2,C,a,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific2,2477.2607294557292
p2_151,2,R,f,,,,,,,L,X,X,X,X,X,X,X,R,L,L,R,R,0,2,prolific2,2492.1836507936505
p2_151,3,L,b,L3,L3,L2,L3,R2,R2,R2,R2,R2,,,,,,,L1,L1,R1,R1,0,4,prolific2,2472.269682539683
p2_151,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R3,R2,R2,L1,L1,R1,R1,0,3,prolific2,2562.6833333333334
p2_151,2,C,m,,,,L,L,L,L,L,L,L,X,X,,,,L,L,R,R,0,1,prolific2,2471.973513893514
p2_152,3,L,a,L2,L2,L2,L2,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R3,0,4,prolific2,2558.5888888888894
p2_152,2,R,m,,,,,,,L,L,L,X,X,X,R,R,R,L,L,R,R,0,1,prolific2,2474.5122222222226
p2_152,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,R2,,,,L1,L1,R1,R3,0,2,prolific2,2492.3166666666666
p2_152,2,C,b,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,3,prolific2,2506.0888888888894
p2_153,2,L,a,L,L,L,L,L,L,X,X,X,,,,,,,L,L,R,R,0,1,prolific2,2529.0378495578498
p2_153,2,C,f,,,,L,L,R,R,R,L,R,R,R,,,,L,L,R,R,0,4,prolific2,2447.3460920560924
p2_153,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,3,prolific2,2508.0888888888894
p2_153,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2558.988888888889
p2_154,3,C,a,,,,L3,L3,L3,L3,L3,L3,R3,L3,R3,,,,L1,L1,X1,X1,2,2,prolific2,2414.0666666666666
p2_154,3,L,f,L2,L2,L2,L2,L2,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,1,prolific2,2557.4777777777776
p2_154,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_154,2,R,b,,,,,,,L,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2535.466556961557
p2_155,3,R,f,,,,,,,R2,R2,R2,R2,R1,R2,R2,R2,R2,R2,R2,R3,R3,2,2,prolific2,2326.083722943723
p2_155,2,L,b,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_155,2,C,a,,,,L,L,L,L,L,X,X,X,X,,,,L,L,R,R,0,1,prolific2,2477.1562578162584
p2_155,3,L,m,L3,L3,L3,L3,L3,L3,L3,R3,R3,,,,,,,X1,L1,R1,R1,1,4,prolific2,2482.25
p2_156,3,L,b,L1,L2,L2,L2,L1,R2,L2,L1,R2,,,,,,,L1,L2,R1,R2,0,2,prolific2,2462.9650793650794
p2_156,2,R,f,,,,,,,R,X,X,X,X,X,X,X,R,L,L,R,L,1,1,prolific2,2381.0817460317467
p2_156,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L2,L2,R1,L3,1,4,prolific2,2465.8666666666672
p2_156,2,C,m,,,,X,X,X,X,X,X,R,X,X,,,,L,L,R,R,0,3,prolific2,2483.613412698413
p2_157,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,X,L,R,R,1,1,prolific2,2506.9316022866024
p2_157,3,C,b,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,2,prolific2,2482.541168831169
p2_157,2,R,a,,,,,,,L,L,L,R,R,R,R,R,R,L,L,R,R,0,3,prolific2,2503.1263416213415
p2_157,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R1,R1,L1,L1,R1,X1,1,4,prolific2,2494.827142857143
p2_158,2,C,b,,,,L,L,L,X,X,X,X,X,X,,,,X,L,R,R,1,1,prolific2,2428.2496296296295
p2_158,2,R,m,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,0,3,prolific2,2506.0888888888885
p2_158,3,L,a,L2,L2,L2,R2,R2,L2,R2,R2,R2,,,,,,,L1,L1,R1,X1,1,4,prolific2,2406.013492063492
p2_158,3,C,f,,,,L2,X1,X1,X1,X1,X1,X1,X1,R2,,,,L1,L1,R2,R1,0,2,prolific2,2492.4944444444445
p2_159,2,L,m,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,prolific2,2510.0529365079365
p2_159,2,R,b,,,,,,,L,L,L,L,R,R,R,R,R,L,L,R,R,0,3,prolific2,2487.083068783069
p2_159,3,C,a,,,,L2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,4,prolific2,2482.2268253968255
p2_159,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,R2,,,,,,,L1,L1,R1,R1,0,1,prolific2,2541.6
p2_160,2,L,f,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,prolific2,2510.0529365079365
p2_160,2,R,a,,,,,,,L,L,L,L,L,L,L,R,R,L,L,R,R,0,3,prolific2,2436.299504199504
p2_160,3,C,b,,,,L3,L3,L3,L3,L3,R3,R3,R2,L1,,,,L1,L2,R1,R1,0,1,prolific2,2437.077777777778
p2_160,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R2,R2,R2,L1,L1,R1,R1,0,4,prolific2,2561.6222222222223
p2_161,3,R,b,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L3,L1,R1,R1,0,4,prolific2,2561.6333333333337
p2_161,2,C,f,,,,L,L,L,L,L,L,L,X,R,,,,L,L,R,R,0,1,prolific2,2473.143117068117
p2_161,2,L,a,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,0,2,prolific2,2470.6035594035598
p2_161,3,C,m,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,,,,L2,L2,R1,R1,0,3,prolific2,2490.4944444444445
p2_162,3,R,f,,,,,,,R3,R3,R2,R2,R2,R2,R2,R2,R1,R3,L1,R1,R1,1,4,prolific2,2453.7457936507935
p2_162,2,C,a,,,,L,L,L,L,X,X,X,X,X,,,,L,L,R,R,0,1,prolific2,2481.7759451659454
p2_162,3,L,m,L2,L2,L2,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,3,prolific2,2521.722222222222
p2_162,2,L,b,L,R,R,R,R,R,R,R,R,,,,,,,L,L,R,R,0,2,prolific2,2419.054901949902
p2_163,2,R,b,,,,,,,L,R,L,L,R,R,R,L,L,L,L,L,R,1,1,prolific2,2307.649543789544
p2_163,2,L,m,R,L,L,L,R,L,L,L,R,,,,,,,L,L,R,R,0,3,prolific2,2422.505246050247
p2_163,3,L,f,L2,R2,R1,R2,L1,R1,L2,R1,R2,,,,,,,L2,L1,L2,L1,2,2,prolific2,2165.487777777778
p2_163,3,C,a,,,,L1,L1,L2,L1,R2,R2,R2,R2,R2,,,,L1,L2,R1,R1,0,4,prolific2,2464.55873015873
p2_164,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L2,L2,R1,X1,1,4,prolific2,2444.144444444444
p2_164,3,R,m,,,,,,,R3,R3,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2554.1555555555556
p2_164,2,R,a,,,,,,,L,L,L,L,X,R,R,R,R,L,L,R,R,0,1,prolific2,2474.8852236652237
p2_164,2,L,f,L,L,L,L,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2521.222972582973
p2_165,3,R,a,,,,,,,R3,R3,R3,R3,R3,R2,R3,R2,R2,L1,L1,R1,R1,0,3,prolific2,2557.9555555555557
p2_165,3,L,b,L2,L2,L3,L3,L3,L3,L3,L3,X1,,,,,,,L1,L1,R1,R1,0,1,prolific2,2550.027777777778
p2_165,2,R,f,,,,,,,X,X,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2534.517259037259
p2_165,2,C,m,,,,X,X,X,X,X,X,X,R,R,,,,L,L,R,R,0,4,prolific2,2492.815052910053
p2_166,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L2,L1,R1,X1,1,4,prolific2,2506.177777777778
p2_166,2,R,b,,,,,,,L,L,L,L,R,R,R,R,L,X,L,L,R,2,1,prolific2,2310.5525998076
p2_166,2,L,m,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2510.0529365079365
p2_166,3,C,a,,,,X1,X1,L1,X1,R2,R2,R2,R2,L1,,,,L1,L1,R1,R1,0,2,prolific2,2406.9422222222224
p2_167,3,C,m,,,,L2,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,1,prolific2,2501.427777777778
p2_167,2,C,f,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,3,prolific2,2506.0888888888894
p2_167,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2558.988888888889
p2_167,2,L,a,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,4,prolific2,2513.9808465608467
p2_168,3,L,m,L1,L1,L1,L2,L2,L2,L1,L1,L2,,,,,,,X1,L1,R1,R1,1,1,prolific2,2470.0680952380953
p2_168,3,R,f,,,,,,,X1,X1,X1,X1,X1,X1,R2,R1,R1,L1,L1,R2,R2,0,4,prolific2,2509.006666666667
p2_168,2,C,a,,,,X,X,X,X,X,X,X,X,R,,,,L,L,R,R,0,2,prolific2,2499.0529365079365
p2_168,2,L,b,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2513.9808465608467
p2_169,2,L,f,L,L,X,L,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2509.47373015873
p2_169,3,C,b,,,,L2,L2,L2,X1,X1,X1,X1,X1,X1,,,,L1,L1,R2,R1,0,1,prolific2,2488.6800000000003
p2_169,2,R,a,,,,,,,X,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2542.213620453621
p2_169,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,R3,R1,R1,1,4,prolific2,2478.088888888889
p2_170,2,R,f,,,,,,,L,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2535.466556961557
p2_170,3,L,b,L2,R2,R2,R2,R2,R2,R2,R2,R2,,,,,,,L1,L1,R1,R1,0,4,prolific2,2422.8536507936515
p2_170,2,C,m,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,0,3,prolific2,2477.9032017057016
p2_170,3,R,a,,,,,,,L3,L3,L3,L3,L3,L3,L3,L3,R2,X1,L1,R1,R1,1,1,prolific2,2393.9333333333334
p2_171,2,C,f,,,,L,L,L,L,L,R,R,R,R,,,,L,L,R,R,0,4,prolific2,2478.8433140933143
p2_171,2,L,a,L,L,L,L,L,L,R,R,R,,,,,,,L,L,R,R,0,1,prolific2,2503.126341621342
p2_171,3,R,b,,,,,,,R2,R1,R2,R2,R2,R2,R1,R2,R2,L1,L2,R1,R1,0,3,prolific2,2525.2738624338626
p2_171,3,C,m,,,,L3,L3,L3,L2,L2,R2,R2,R2,R2,,,,L1,L2,R1,R1,0,2,prolific2,2471.1711111111113
p2_172,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific2,2477.903201705702
p2_172,2,R,m,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,R,0,2,prolific2,2510.0529365079365
p2_172,3,C,f,,,,L2,L2,L2,L2,L2,L2,L2,R2,R2,,,,L1,L1,R1,R1,0,1,prolific2,2482.8034920634923
p2_172,3,L,a,L2,L2,L2,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,3,prolific2,2521.722222222222
p2_173,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,3,prolific2,2558.988888888889
p2_173,2,R,a,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2519.0554071854067
p2_173,3,C,b,,,,L2,L2,L2,L2,L2,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,1,prolific2,2480.9487301587305
p2_173,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,2,prolific2,2553.2817065342065
p2_174,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R2,R2,R2,L2,L1,R1,R1,0,4,prolific2,2559.855555555556
p2_174,2,R,f,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,0,1,prolific2,2506.0888888888885
p2_174,3,L,b,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,3,prolific2,2562.811111111111
p2_174,2,C,m,,,,X,X,X,X,X,X,X,R,R,,,,L,L,R,R,0,2,prolific2,2492.815052910053
p2_175,3,C,a,,,,R1,L1,R2,R2,L2,L2,L1,L2,L2,,,,R2,R1,R1,L1,3,1,prolific2,2092.577777777778
p2_175,2,L,m,L,L,L,L,R,L,L,L,R,,,,,,,L,L,R,R,0,4,prolific2,2488.5597524697523
p2_175,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_175,3,L,f,L2,L1,L2,L2,L2,L2,R2,R2,R2,,,,,,,L1,L1,R1,R1,0,2,prolific2,2499.8984126984133
p2_176,2,C,a,,,,L,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,3,prolific2,2499.0529365079365
p2_176,3,R,f,,,,,,,L3,R3,R3,R3,R3,R3,R3,R2,R2,L1,L1,R1,X1,1,4,prolific2,2496.7666666666664
p2_176,2,L,b,L,L,L,L,L,L,L,L,R,,,,,,,X,L,R,R,1,1,prolific2,2489.787286047286
p2_176,3,L,m,L2,L2,X1,X1,X1,X1,X1,X1,R2,,,,,,,L1,L1,R1,R1,0,2,prolific2,2499.9555555555553
p2_177,3,L,b,L2,L2,R3,R3,R3,R3,R3,R3,R3,,,,,,,L1,L1,R2,R1,0,1,prolific2,2453.0777777777776
p2_177,2,R,f,,,,,,,X,X,X,X,X,X,X,R,R,L,L,R,R,0,2,prolific2,2513.9808465608467
p2_177,3,R,a,,,,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,L1,L1,R1,R1,0,3,prolific2,2433.388888888889
p2_177,2,C,m,,,,X,X,X,X,X,X,X,X,R,,,,L,L,R,R,0,4,prolific2,2499.0529365079365
